Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2016","Mumps, Cum 2016, flag","Mumps, Cum 2015","Mumps, Cum 2015, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2016","Pertussis, Cum 2016, flag","Pertussis, Cum 2015","Pertussis, Cum 2015, flag","Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2016","Rabies, animal, Cum 2016, flag","Rabies, animal, Cum 2015","Rabies, animal, Cum 2015, flag",Location 1,Location 2
OREGON,2016,45,,-,0,,1,,7,,3,,1,,4,,13,,171,,548,,1,,0,,3,,12,,19,,"OREGON
(44.567912, -120.156945)",
ILLINOIS,2016,45,,-,4,,27,,309,,371,,,-,18,,31,,726,,560,,,-,0,,7,,61,,96,,"ILLINOIS
(40.477092, -88.993221)",
TEXAS,2016,45,,-,0,,3,,38,,19,,13,,23,,119,,961,,1261,,3,,12,,51,,591,,828,,"TEXAS
(31.827233, -99.423022)",
UTAH,2016,45,,-,0,,1,,1,,,-,,-,4,,12,,177,,455,,,-,0,,0,,,-,21,,"UTAH
(39.359772, -111.584173)",
HAWAII,2016,45,,-,0,,1,,1,,2,,,-,1,,5,,47,,46,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
VIRGINIA,2016,45,,-,0,,2,,13,,31,,,-,3,,35,,138,,281,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MAINE,2016,45,2,,0,,4,,19,,,-,4,,4,,12,,189,,234,,1,,1,,6,,53,,24,,"MAINE
(45.252223, -68.986647)",
IOWA,2016,45,,-,14,,44,,627,,204,,,-,2,,11,,96,,132,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
COLORADO,2016,45,,-,0,,3,,12,,5,,20,,15,,26,,656,,786,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
INDIANA,2016,45,,-,1,,23,,231,,5,,,-,3,,9,,121,,189,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
NORTH CAROLINA,2016,45,,-,0,,8,,30,,4,,,-,5,,31,,228,,339,,2,,5,,16,,219,,302,,"NORTH CAROLINA
(35.47995, -79.180571)",
WASHINGTON,2016,45,,-,0,,7,,6,,,-,3,,7,,1382,,433,,,-,,-,0,,10,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MINNESOTA,2016,45,,-,0,,4,,19,,4,,,-,14,,34,,604,,451,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
PUERTO RICO,2016,45,,-,0,,1,,1,,4,,,-,0,,4,,9,,10,,,-,0,,1,,,-,15,,"PUERTO RICO
(18.215692, -66.414655)",
WEST VIRGINIA,2016,45,,-,0,,1,,1,,1,,,-,0,,4,,21,,73,,1,,0,,3,,27,,35,,"WEST VIRGINIA
(38.668501, -80.709421)",
OKLAHOMA,2016,45,9,,0,,30,,163,,1,,,-,0,,54,,96,,37,,,-,0,,3,,23,,79,,"OKLAHOMA
(35.468494, -97.521264)",
NEW JERSEY,2016,45,,-,0,,3,,25,,27,,,-,10,,23,,393,,388,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
GUAM,2016,45,,-,0,,0,,,-,5,,,-,0,,1,,,-,55,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MONTANA,2016,45,,-,0,,6,,26,,,-,,-,0,,3,,17,,229,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MISSISSIPPI,2016,45,,-,0,,1,,1,,,-,,-,0,,1,,3,,10,,,-,0,,1,,2,,4,,"MISSISSIPPI
(32.738663, -89.537312)",
MICHIGAN,2016,45,,-,0,,3,,15,,6,,1,,7,,14,,292,,415,,,-,0,,3,,30,,33,,"MICHIGAN
(44.66399, -84.711206)",
IDAHO,2016,45,,-,0,,1,,1,,8,,,-,1,,8,,79,,182,,,-,0,,5,,24,,10,,"IDAHO
(43.680635, -114.364237)",
GEORGIA,2016,45,,-,0,,1,,2,,,-,,-,4,,18,,167,,205,,,-,0,,9,,,-,234,,"GEORGIA
(32.836038, -83.631709)",
PENNSYLVANIA,2016,45,,-,0,,2,,9,,12,,32,,21,,41,,1058,,746,,,-,0,,15,,,-,289,,"PENNSYLVANIA
(40.789676, -77.858055)",
DELAWARE,2016,45,,-,0,,0,,,-,2,,,-,0,,3,,14,,11,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
CONNECTICUT,2016,45,,-,0,,12,,35,,4,,,-,1,,6,,75,,62,,,-,2,,6,,85,,148,,"CONNECTICUT
(41.544654, -72.651713)",
TENNESSEE,2016,45,,-,0,,1,,3,,3,,2,,2,,5,,111,,169,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEW HAMPSHIRE,2016,45,,-,0,,5,,8,,2,,,-,1,,3,,41,,34,,,-,0,,2,,16,,21,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MARYLAND,2016,45,,-,0,,3,,9,,16,,1,,2,,7,,101,,107,,,-,5,,21,,308,,316,,"MARYLAND
(39.290443, -76.612333)",
FLORIDA,2016,45,,-,0,,2,,14,,10,,1,,6,,16,,296,,293,,,-,0,,18,,68,,83,,"FLORIDA
(28.915325, -81.922409)",
VERMONT,2016,45,,-,0,,0,,,-,1,,,-,2,,8,,112,,24,,,-,1,,3,,39,,18,,"VERMONT
(43.622479, -72.51927)",
OHIO,2016,45,,-,1,,20,,69,,18,,8,,19,,38,,794,,643,,,-,0,,8,,37,,32,,"OHIO
(40.056807, -82.405897)",
NEBRASKA,2016,45,,-,0,,10,,48,,2,,2,,3,,13,,123,,474,,,-,0,,2,,19,,29,,"NEBRASKA
(41.640503, -99.367122)",
ALASKA,2016,45,,-,0,,2,,2,,,-,,-,2,,10,,117,,97,,,-,0,,3,,9,,4,,"ALASKA
(64.836661, -147.738891)",
KANSAS,2016,45,,-,0,,2,,6,,,-,,-,1,,8,,67,,401,,,-,1,,8,,48,,94,,"KANSAS
(38.345528, -98.201847)",
WYOMING,2016,45,,-,0,,0,,,-,,-,,-,0,,4,,18,,20,,,-,0,,1,,,-,14,,"WYOMING
(43.23558, -108.110518)",
UNITED STATES,2016,46,147,,56,,242,,3596,,1061,,167,,304,,1924,,13068,,16986,,33,,55,,105,,2415,,3578,,,
NEW ENGLAND,2016,46,7,,2,,38,,300,,14,,16,,14,,31,,658,,605,,2,,5,,13,,212,,232,,,
MID. ATLANTIC,2016,46,,-,3,,15,,231,,161,,30,,52,,92,,2363,,2039,,,-,8,,33,,455,,636,,,
NEW YORK CITY,2016,46,,-,1,,11,,100,,98,,,-,6,,16,,267,,392,,,-,0,,0,,,-,6,,"NEW YORK CITY
",
E.N. CENTRAL,2016,46,,-,10,,54,,648,,461,,48,,68,,154,,3037,,2468,,2,,1,,11,,131,,161,,,
W.N. CENTRAL,2016,46,1,,15,,45,,728,,272,,,-,23,,64,,943,,1789,,,-,2,,8,,98,,181,,,
S. ATLANTIC,2016,46,,-,1,,8,,82,,64,,3,,26,,77,,1144,,1513,,5,,13,,27,,627,,989,,,
DIST. OF COL.,2016,46,,-,0,,2,,8,,,-,,-,0,,2,,8,,10,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,46,1,,0,,15,,97,,8,,6,,14,,34,,710,,451,,2,,1,,7,,86,,96,,,
W.S. CENTRAL,2016,46,138,,1,,208,,1368,,28,,20,,25,,163,,1160,,1423,,21,,13,,55,,655,,992,,,
MOUNTAIN,2016,46,,-,1,,6,,50,,16,,32,,28,,72,,1322,,2550,,,-,0,,5,,35,,67,,,
PACIFIC,2016,46,,-,1,,8,,92,,37,,12,,38,,1410,,1731,,4148,,1,,1,,17,,116,,224,,,
AMER. SAMOA,2016,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2016,46,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NORTH DAKOTA,2016,46,,-,0,,3,,13,,,-,,-,0,,5,,35,,39,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
WASHINGTON,2016,46,,-,0,,7,,6,,,-,9,,7,,1382,,441,,,-,,-,0,,10,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
OHIO,2016,46,,-,1,,20,,69,,18,,33,,18,,38,,827,,662,,2,,0,,8,,39,,32,,"OHIO
(40.056807, -82.405897)",
MISSOURI,2016,46,,-,0,,1,,,-,29,,,-,0,,13,,2,,235,,,-,0,,4,,4,,29,,"MISSOURI
(38.636168, -92.566292)",
MONTANA,2016,46,,-,0,,6,,26,,,-,,-,0,,3,,17,,229,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
UTAH,2016,46,,-,0,,1,,1,,,-,,-,4,,12,,180,,464,,,-,0,,0,,,-,21,,"UTAH
(39.359772, -111.584173)",
NEW MEXICO,2016,46,,-,0,,1,,2,,1,,,-,2,,9,,105,,203,,,-,0,,1,,3,,13,,"NEW MEXICO
(34.520396, -106.244402)",
LOUISIANA,2016,46,,-,0,,0,,,-,2,,,-,0,,5,,35,,51,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
FLORIDA,2016,46,,-,0,,2,,14,,10,,,-,6,,16,,296,,299,,,-,0,,18,,68,,83,,"FLORIDA
(28.915325, -81.922409)",
INDIANA,2016,46,,-,1,,23,,231,,5,,,-,3,,9,,121,,194,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
PENNSYLVANIA,2016,46,,-,0,,2,,10,,13,,30,,22,,66,,1131,,759,,,-,0,,15,,,-,294,,"PENNSYLVANIA
(40.789676, -77.858055)",
MASSACHUSETTS,2016,46,4,,1,,28,,232,,5,,,-,3,,8,,138,,222,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
ALABAMA,2016,46,,-,0,,1,,1,,1,,,-,3,,7,,147,,140,,2,,1,,7,,72,,80,,"ALABAMA
(32.839182, -86.631125)",
DELAWARE,2016,46,,-,0,,0,,,-,2,,,-,0,,3,,14,,14,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
CALIFORNIA,2016,46,,-,1,,8,,76,,32,,1,,23,,42,,951,,3450,,,-,0,,14,,94,,200,,"CALIFORNIA
(37.640735, -121.002435)",
OREGON,2016,46,,-,0,,1,,7,,3,,,-,4,,13,,171,,553,,,-,0,,3,,12,,19,,"OREGON
(44.567912, -120.156945)",
KENTUCKY,2016,46,,-,0,,15,,91,,4,,3,,8,,27,,445,,128,,,-,0,,5,,12,,12,,"KENTUCKY
(37.64591, -84.774043)",
ILLINOIS,2016,46,,-,4,,27,,310,,375,,,-,18,,31,,745,,586,,,-,0,,7,,62,,96,,"ILLINOIS
(40.477092, -88.993221)",
VERMONT,2016,46,,-,0,,0,,,-,1,,6,,3,,11,,132,,24,,1,,1,,3,,40,,19,,"VERMONT
(43.622479, -72.51927)",
NEBRASKA,2016,46,,-,0,,10,,48,,2,,,-,3,,13,,125,,479,,,-,0,,2,,19,,29,,"NEBRASKA
(41.640503, -99.367122)",
IOWA,2016,46,1,,14,,44,,640,,236,,,-,2,,11,,97,,141,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
WYOMING,2016,46,,-,0,,0,,,-,,-,,-,0,,4,,18,,21,,,-,0,,1,,,-,15,,"WYOMING
(43.23558, -108.110518)",
TENNESSEE,2016,46,1,,0,,1,,4,,3,,3,,2,,5,,115,,173,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MARYLAND,2016,46,,-,0,,3,,9,,16,,3,,2,,8,,109,,112,,,-,5,,21,,308,,319,,"MARYLAND
(39.290443, -76.612333)",
ARKANSAS,2016,46,91,,0,,187,,1124,,6,,2,,1,,7,,38,,46,,,-,0,,4,,19,,69,,"ARKANSAS
(34.748745, -92.275105)",
SOUTH DAKOTA,2016,46,,-,0,,2,,2,,,-,,-,0,,2,,13,,11,,,-,0,,3,,27,,28,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW HAMPSHIRE,2016,46,,-,0,,5,,8,,2,,,-,1,,3,,41,,34,,,-,0,,2,,16,,23,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IDAHO,2016,46,,-,0,,1,,1,,8,,2,,1,,8,,81,,182,,,-,0,,5,,24,,10,,"IDAHO
(43.680635, -114.364237)",
SOUTH CAROLINA,2016,46,,-,0,,1,,4,,,-,,-,3,,15,,155,,145,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW JERSEY,2016,46,,-,0,,3,,25,,27,,,-,10,,23,,393,,406,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
KANSAS,2016,46,,-,0,,2,,6,,,-,,-,1,,8,,67,,406,,,-,1,,8,,48,,95,,"KANSAS
(38.345528, -98.201847)",
MAINE,2016,46,3,,0,,4,,24,,,-,10,,4,,12,,201,,241,,,-,1,,6,,53,,24,,"MAINE
(45.252223, -68.986647)",
PUERTO RICO,2016,46,,-,0,,1,,1,,4,,,-,0,,4,,9,,10,,,-,0,,1,,,-,15,,"PUERTO RICO
(18.215692, -66.414655)",
WISCONSIN,2016,46,,-,0,,6,,21,,57,,,-,22,,99,,1027,,602,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
NORTH CAROLINA,2016,46,,-,0,,8,,30,,4,,,-,5,,31,,228,,351,,5,,5,,10,,224,,310,,"NORTH CAROLINA
(35.47995, -79.180571)",
WEST VIRGINIA,2016,46,,-,0,,1,,1,,1,,,-,0,,3,,21,,73,,,-,0,,3,,27,,35,,"WEST VIRGINIA
(38.668501, -80.709421)",
GEORGIA,2016,46,,-,0,,1,,2,,,-,,-,4,,18,,167,,209,,,-,0,,8,,,-,242,,"GEORGIA
(32.836038, -83.631709)",
CONNECTICUT,2016,46,,-,0,,12,,35,,4,,,-,1,,6,,75,,64,,1,,2,,6,,86,,151,,"CONNECTICUT
(41.544654, -72.651713)",
MISSISSIPPI,2016,46,,-,0,,1,,1,,,-,,-,0,,1,,3,,10,,,-,0,,1,,2,,4,,"MISSISSIPPI
(32.738663, -89.537312)",
TEXAS,2016,46,,-,0,,3,,38,,19,,18,,22,,119,,991,,1284,,21,,12,,51,,613,,842,,"TEXAS
(31.827233, -99.423022)",
GUAM,2016,46,,-,0,,0,,,-,5,,,-,0,,0,,,-,55,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MICHIGAN,2016,46,,-,0,,3,,17,,6,,15,,7,,14,,317,,424,,,-,0,,3,,30,,33,,"MICHIGAN
(44.66399, -84.711206)",
NEW YORK,2016,46,,-,1,,9,,96,,23,,,-,14,,50,,572,,482,,,-,8,,33,,455,,336,,"NEW YORK
(42.826892, -75.544286)",
VIRGINIA,2016,46,,-,0,,2,,14,,31,,,-,3,,35,,146,,300,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEVADA,2016,46,,-,0,,1,,2,,,-,,-,0,,7,,3,,101,,,-,0,,2,,8,,8,,"NEVADA
(39.491833, -117.070159)",
ARIZONA,2016,46,,-,0,,2,,6,,2,,7,,4,,21,,239,,543,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
RHODE ISLAND,2016,46,,-,0,,1,,1,,2,,,-,0,,16,,71,,20,,,-,0,,2,,17,,15,,"RHODE ISLAND
(41.707447, -71.522488)",
ALASKA,2016,46,,-,0,,2,,2,,,-,2,,2,,10,,121,,98,,1,,0,,3,,10,,5,,"ALASKA
(64.836661, -147.738891)",
HAWAII,2016,46,,-,0,,1,,1,,2,,,-,1,,5,,47,,47,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MINNESOTA,2016,46,,-,0,,4,,19,,5,,,-,12,,34,,604,,478,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
OKLAHOMA,2016,46,47,,0,,29,,206,,1,,,-,0,,54,,96,,42,,,-,0,,3,,23,,81,,"OKLAHOMA
(35.468494, -97.521264)",
COLORADO,2016,46,,-,0,,3,,12,,5,,23,,15,,26,,679,,807,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
UNITED STATES,2016,47,48,,57,,272,,3832,,1088,,148,,305,,1924,,13456,,17293,,20,,54,,105,,2444,,3616,,,
NEW ENGLAND,2016,47,,-,2,,38,,307,,15,,4,,14,,31,,688,,623,,3,,5,,13,,220,,239,,,
MID. ATLANTIC,2016,47,12,,3,,15,,255,,161,,39,,51,,92,,2434,,2079,,4,,8,,33,,459,,641,,,
NEW YORK CITY,2016,47,,-,1,,11,,100,,98,,,-,6,,13,,267,,397,,,-,0,,0,,,-,6,,"NEW YORK CITY
",
E.N. CENTRAL,2016,47,1,,10,,54,,650,,464,,28,,67,,154,,3108,,2542,,,-,1,,11,,131,,162,,,
W.N. CENTRAL,2016,47,,-,15,,45,,734,,293,,1,,24,,64,,1026,,1832,,2,,2,,8,,100,,181,,,
S. ATLANTIC,2016,47,,-,1,,8,,82,,65,,6,,25,,77,,1164,,1538,,5,,13,,27,,633,,1003,,,
DIST. OF COL.,2016,47,,-,0,,2,,8,,,-,,-,0,,2,,8,,10,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,47,,-,0,,15,,97,,8,,5,,14,,34,,719,,462,,3,,1,,7,,89,,96,,,
W.S. CENTRAL,2016,47,33,,1,,244,,1560,,28,,15,,24,,163,,1177,,1443,,3,,13,,55,,661,,1001,,,
MOUNTAIN,2016,47,,-,1,,6,,50,,16,,19,,28,,72,,1358,,2588,,,-,0,,5,,35,,67,,,
PACIFIC,2016,47,2,,2,,8,,97,,38,,31,,38,,1410,,1782,,4186,,,-,1,,17,,116,,226,,,
AMER. SAMOA,2016,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2016,47,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
KENTUCKY,2016,47,,-,0,,15,,91,,4,,2,,8,,27,,449,,136,,,-,0,,5,,12,,12,,"KENTUCKY
(37.64591, -84.774043)",
MISSOURI,2016,47,,-,0,,1,,,-,30,,,-,0,,13,,2,,240,,,-,0,,4,,4,,29,,"MISSOURI
(38.636168, -92.566292)",
MISSISSIPPI,2016,47,,-,0,,1,,1,,,-,,-,0,,1,,3,,11,,,-,0,,1,,2,,4,,"MISSISSIPPI
(32.738663, -89.537312)",
MASSACHUSETTS,2016,47,,-,1,,28,,239,,6,,,-,4,,8,,143,,230,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
IDAHO,2016,47,,-,0,,1,,1,,8,,,-,1,,8,,80,,183,,,-,0,,5,,24,,10,,"IDAHO
(43.680635, -114.364237)",
NEW YORK CITY,2016,49,,-,1,,12,,137,,100,,,-,6,,14,,279,,409,,,-,0,,0,,,-,6,,"NEW YORK CITY
",
TEXAS,2016,47,,-,0,,3,,38,,19,,14,,21,,119,,1007,,1303,,3,,12,,51,,619,,851,,"TEXAS
(31.827233, -99.423022)",
NORTH CAROLINA,2016,47,,-,0,,8,,30,,4,,,-,5,,31,,229,,358,,5,,5,,10,,229,,315,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW JERSEY,2016,47,,-,0,,3,,28,,27,,,-,10,,23,,402,,417,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
WISCONSIN,2016,47,,-,0,,6,,21,,58,,1,,22,,99,,1050,,627,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
INDIANA,2016,47,,-,1,,23,,231,,5,,,-,3,,9,,121,,200,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
ILLINOIS,2016,47,1,,4,,27,,312,,377,,,-,18,,31,,757,,604,,,-,0,,7,,62,,96,,"ILLINOIS
(40.477092, -88.993221)",
CALIFORNIA,2016,47,,-,1,,8,,76,,33,,2,,23,,36,,967,,3476,,,-,0,,14,,94,,202,,"CALIFORNIA
(37.640735, -121.002435)",
IOWA,2016,47,,-,12,,44,,645,,256,,,-,2,,11,,100,,147,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MONTANA,2016,47,,-,0,,6,,26,,,-,1,,0,,3,,18,,229,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
FLORIDA,2016,47,,-,0,,2,,14,,10,,4,,6,,16,,301,,303,,,-,0,,18,,69,,83,,"FLORIDA
(28.915325, -81.922409)",
ARIZONA,2016,47,,-,0,,2,,6,,2,,1,,4,,21,,241,,548,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
SOUTH DAKOTA,2016,47,,-,0,,2,,2,,,-,,-,0,,2,,13,,12,,,-,0,,3,,27,,28,,"SOUTH DAKOTA
(44.35371, -100.373709)",
UTAH,2016,47,,-,0,,1,,1,,,-,,-,4,,12,,189,,464,,,-,0,,0,,,-,21,,"UTAH
(39.359772, -111.584173)",
ALASKA,2016,47,,-,0,,2,,2,,,-,1,,2,,10,,123,,100,,,-,0,,3,,10,,5,,"ALASKA
(64.836661, -147.738891)",
PUERTO RICO,2016,47,,-,0,,1,,1,,4,,,-,0,,4,,9,,10,,,-,0,,1,,,-,15,,"PUERTO RICO
(18.215692, -66.414655)",
CONNECTICUT,2016,47,,-,0,,12,,35,,4,,,-,1,,6,,77,,65,,,-,2,,6,,87,,156,,"CONNECTICUT
(41.544654, -72.651713)",
HAWAII,2016,47,,-,0,,1,,2,,2,,1,,1,,5,,49,,47,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
LOUISIANA,2016,47,,-,0,,0,,,-,2,,,-,0,,5,,35,,52,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
ALABAMA,2016,47,,-,0,,1,,1,,1,,,-,3,,7,,149,,141,,3,,1,,7,,75,,80,,"ALABAMA
(32.839182, -86.631125)",
MAINE,2016,47,,-,0,,4,,24,,,-,2,,4,,13,,206,,247,,2,,1,,6,,55,,24,,"MAINE
(45.252223, -68.986647)",
VERMONT,2016,47,,-,0,,0,,,-,1,,2,,3,,17,,145,,27,,1,,1,,3,,41,,21,,"VERMONT
(43.622479, -72.51927)",
WASHINGTON,2016,47,,-,0,,7,,6,,,-,27,,8,,1382,,468,,,-,,-,0,,10,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
OKLAHOMA,2016,47,11,,0,,47,,217,,1,,,-,0,,54,,96,,42,,,-,0,,3,,23,,81,,"OKLAHOMA
(35.468494, -97.521264)",
WEST VIRGINIA,2016,47,,-,0,,1,,1,,1,,,-,0,,3,,21,,74,,,-,0,,3,,27,,38,,"WEST VIRGINIA
(38.668501, -80.709421)",
SOUTH CAROLINA,2016,47,,-,0,,1,,4,,,-,,-,3,,15,,158,,148,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
PENNSYLVANIA,2016,47,,-,0,,2,,11,,13,,32,,23,,74,,1185,,774,,,-,0,,15,,,-,298,,"PENNSYLVANIA
(40.789676, -77.858055)",
TENNESSEE,2016,47,,-,0,,1,,4,,3,,3,,2,,5,,118,,174,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
COLORADO,2016,47,,-,0,,3,,12,,5,,17,,15,,26,,696,,826,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
RHODE ISLAND,2016,47,,-,0,,1,,1,,2,,,-,0,,16,,71,,20,,,-,0,,4,,21,,15,,"RHODE ISLAND
(41.707447, -71.522488)",
OREGON,2016,47,2,,0,,2,,11,,3,,,-,4,,13,,175,,563,,,-,0,,3,,12,,19,,"OREGON
(44.567912, -120.156945)",
NORTH DAKOTA,2016,47,,-,0,,3,,13,,,-,,-,0,,5,,38,,40,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEVADA,2016,47,,-,0,,1,,2,,,-,,-,0,,7,,3,,104,,,-,0,,2,,8,,8,,"NEVADA
(39.491833, -117.070159)",
GUAM,2016,47,,-,0,,0,,,-,5,,,-,0,,0,,,-,55,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MINNESOTA,2016,47,,-,0,,4,,19,,5,,,-,14,,34,,667,,503,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
OHIO,2016,47,,-,1,,20,,69,,18,,24,,18,,38,,851,,676,,,-,0,,8,,39,,32,,"OHIO
(40.056807, -82.405897)",
NEW YORK,2016,47,12,,1,,9,,116,,23,,7,,13,,50,,580,,491,,4,,8,,33,,459,,337,,"NEW YORK
(42.826892, -75.544286)",
GEORGIA,2016,47,,-,0,,1,,2,,,-,,-,4,,18,,167,,216,,,-,0,,8,,,-,245,,"GEORGIA
(32.836038, -83.631709)",
NEBRASKA,2016,47,,-,0,,10,,49,,2,,1,,2,,13,,128,,480,,,-,0,,2,,19,,29,,"NEBRASKA
(41.640503, -99.367122)",
WYOMING,2016,47,,-,0,,0,,,-,,-,,-,0,,4,,18,,23,,,-,0,,0,,,-,15,,"WYOMING
(43.23558, -108.110518)",
DELAWARE,2016,47,,-,0,,0,,,-,2,,,-,0,,3,,14,,14,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
KANSAS,2016,47,,-,0,,2,,6,,,-,,-,2,,8,,78,,410,,2,,0,,8,,50,,95,,"KANSAS
(38.345528, -98.201847)",
VIRGINIA,2016,47,,-,0,,2,,14,,32,,,-,3,,35,,151,,302,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MARYLAND,2016,47,,-,0,,3,,9,,16,,2,,2,,8,,115,,113,,,-,5,,21,,308,,322,,"MARYLAND
(39.290443, -76.612333)",
NEW HAMPSHIRE,2016,47,,-,0,,5,,8,,2,,,-,1,,3,,46,,34,,,-,0,,2,,16,,23,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW MEXICO,2016,47,,-,0,,1,,2,,1,,,-,3,,9,,113,,211,,,-,0,,1,,3,,13,,"NEW MEXICO
(34.520396, -106.244402)",
ARKANSAS,2016,47,22,,0,,197,,1305,,6,,1,,1,,7,,39,,46,,,-,0,,4,,19,,69,,"ARKANSAS
(34.748745, -92.275105)",
MICHIGAN,2016,47,,-,0,,3,,17,,6,,3,,7,,24,,329,,435,,,-,0,,3,,30,,34,,"MICHIGAN
(44.66399, -84.711206)",
UNITED STATES,2016,48,216,,58,,333,,4258,,1141,,154,,309,,1924,,14154,,17763,,31,,55,,110,,2525,,3683,,,
